,Subject ID,GRE APT Verb Percentile,GRE APT Quant Percentile,GRE APT Analyt Percentile,tiers,admit_code,GPA_Merged,Master's Held,Doctorate Held,Bachelor's Held,Special Degree Held,Count: Arts,Count: GAE,Count: Research,Count: Service,Count: Leadership,Count: Leadership,Count: Competition,Gender,First Generation,work_experience_int
492,1869,84,59,67,1.0,A,3.63,1,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
493,1870,74,48,56,2.0,A,2.95,0,0,1,0,0,0,0,0,0,0,0,Male,1.0,8004.0
494,1871,87,21,93,1.0,A,3.5,0,0,1,0,0,0,0,0,0,0,0,Male,1.0,1187.0
495,1874,93,71,98,1.0,R,3.64,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,303.0
496,1875,54,98,15,3.0,A,3.0,0,0,1,0,0,1,0,0,1,1,0,Female,0.0,0.0
497,1876,66,96,35,4.0,R,4.0,0,0,0,0,0,2,0,0,0,0,0,Female,0.0,0.0
498,1877,50,78,15,3.0,R,3.67,0,0,0,0,0,1,0,0,0,0,0,Female,0.0,0.0
499,1878,92,48,80,1.0,R,2.95,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
500,1879,50,90,15,4.0,A,3.0,0,0,1,0,0,0,0,0,0,0,0,Male,0.0,0.0
501,1881,92,71,80,1.0,R,3.73,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,0.0
502,1885,54,94,56,4.0,R,4.0,0,0,0,0,0,0,1,0,0,0,1,Female,0.0,91.0
503,1890,74,98,15,2.0,R,3.67,0,0,0,0,0,0,0,0,0,0,1,Male,0.0,0.0
504,1891,63,21,80,3.0,R,3.49,0,0,0,0,0,2,0,0,0,0,0,Female,0.0,0.0
505,1892,29,83,15,4.0,R,3.0,0,0,0,0,0,0,0,1,0,0,0,Female,0.0,0.0
506,1897,89,52,38,4.0,A,3.49,0,0,1,0,0,0,0,0,0,0,0,Male,0.0,639.0
507,1899,50,37,56,4.0,A,2.97,0,0,1,0,0,0,0,0,0,0,0,Male,0.0,608.0
508,1901,84,44,80,2.0,R,4.0,0,0,0,0,0,2,0,0,0,0,0,Female,0.0,0.0
509,1903,59,32,56,2.0,R,3.42,0,0,0,0,0,1,0,0,0,0,0,Female,0.0,0.0
510,1904,78,86,15,4.0,R,3.0,0,0,0,0,0,1,0,0,0,0,2,Female,0.0,0.0
511,1906,63,25,80,2.0,R,3.92,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
512,1907,98,37,93,1.0,A,3.91,0,0,1,0,0,2,0,0,0,0,0,Female,0.0,638.0
513,1908,91,56,73,4.0,R,4.0,0,0,0,0,2,0,0,0,0,0,0,Female,0.0,0.0
514,1909,78,83,56,4.0,R,3.81,0,0,0,0,0,1,1,0,0,0,0,Female,0.0,0.0
515,1910,22,64,15,3.0,R,4.0,0,0,0,0,1,1,0,0,0,0,0,Male,0.0,0.0
516,1911,45,83,15,3.0,R,4.0,0,0,0,0,0,2,0,0,0,0,1,Female,0.0,0.0
517,1912,71,71,15,4.0,R,3.0,0,0,0,0,0,0,0,1,0,0,0,Female,0.0,0.0
518,1914,45,32,93,2.0,R,3.27,0,0,0,0,1,0,0,0,0,0,0,Female,0.0,0.0
519,1920,25,94,7,4.0,R,3.0,0,0,0,0,0,1,0,0,0,0,1,Male,0.0,0.0
520,1921,98,68,80,1.0,R,3.78,0,0,0,0,0,0,0,0,0,0,0,Male,0.0,0.0
521,1922,16,1,15,4.0,A,4.0,1,0,0,0,0,0,0,0,0,0,0,Female,0.0,5812.0
522,1927,92,44,98,1.0,A,3.23,0,0,1,0,0,0,0,0,0,0,0,Male,0.0,3559.0
523,1929,99,37,54,1.0,R,3.92,0,0,1,0,0,2,0,0,0,0,0,Female,0.0,0.0
524,1930,96,56,93,1.0,A,3.93,0,0,1,0,0,1,0,0,0,0,0,Female,0.0,1187.0
525,1931,54,32,38,1.0,A,3.69,0,0,1,0,0,0,0,0,1,1,0,Female,0.0,850.0
526,1932,93,65,97,2.0,A,3.12,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,4260.0
527,1933,41,86,15,3.0,R,4.0,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
528,1934,50,88,38,4.0,R,3.0,0,0,0,0,0,1,0,0,0,0,0,Female,0.0,0.0
529,1935,70,22,14,4.0,R,2.88,0,0,1,0,0,0,0,0,0,0,0,Male,0.0,0.0
530,1936,98,75,78,2.0,A,3.03,0,0,1,0,2,1,0,0,0,0,0,Female,0.0,1250.0
531,1937,63,94,15,4.0,R,3.0,0,0,0,0,0,0,0,0,0,0,3,Male,0.0,0.0
532,1938,71,60,98,3.0,A,3.8,0,0,1,0,0,2,0,0,0,0,0,Female,0.0,4688.0
533,1941,29,71,15,4.0,R,3.0,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
534,1942,81,94,93,4.0,R,4.0,0,0,0,0,0,1,0,0,0,0,0,Female,0.0,0.0
535,1946,97,21,80,4.0,R,4.0,0,0,0,0,0,2,0,0,0,0,0,Female,0.0,0.0
536,1948,50,37,15,4.0,R,3.44,0,0,0,0,0,2,0,0,0,0,0,Female,0.0,0.0
537,1950,29,98,15,4.0,R,3.0,0,0,0,0,0,1,0,0,0,0,0,Male,0.0,0.0
538,1951,54,98,15,4.0,R,4.0,0,0,1,0,0,0,0,0,0,0,1,Female,0.0,0.0
539,1952,41,94,15,4.0,R,3.0,0,0,0,0,0,1,0,0,0,0,2,Female,0.0,0.0
540,1953,81,44,80,2.0,R,3.89,0,0,0,0,0,0,0,0,0,0,0,Male,0.0,0.0
541,1954,41,74,15,4.0,A,4.0,0,0,1,0,0,0,1,0,0,0,0,Female,0.0,759.0
542,1955,99,48,15,1.0,R,3.54,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
543,1956,29,92,15,2.0,A,3.0,0,0,1,0,0,2,0,0,0,0,1,Female,0.0,0.0
544,1957,8,80,15,4.0,A,3.0,1,0,0,0,0,0,2,0,0,0,0,Female,0.0,1006.0
545,1959,33,83,15,4.0,R,3.34,0,0,0,0,0,0,0,0,0,0,0,Male,0.0,0.0
546,1961,41,32,7,4.0,A,3.35,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,0.0
547,1964,92,74,80,1.0,A,2.79,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,548.0
548,1965,81,92,56,1.0,A,3.48,0,0,1,0,0,0,0,0,0,0,0,Male,0.0,1706.0
549,1966,99,88,49,2.0,R,3.88,0,0,1,0,0,0,0,0,0,0,0,Male,0.0,0.0
550,1967,36,6,56,4.0,A,3.55,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,0.0
551,1968,74,15,93,2.0,R,3.74,0,0,0,0,1,1,0,0,0,0,0,Male,0.0,0.0
552,1970,25,92,15,4.0,A,3.0,0,0,1,0,0,0,0,0,0,0,0,Male,0.0,91.0
553,1971,45,83,15,4.0,R,3.67,0,0,0,0,0,1,0,0,0,0,1,Female,0.0,0.0
554,1972,71,64,56,3.0,A,3.86,0,0,1,0,0,1,0,0,0,0,0,Female,0.0,1340.0
555,1973,50,4,93,4.0,R,2.98,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,0.0
556,1974,36,94,15,3.0,A,3.83,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,457.0
557,1975,87,52,93,2.0,R,3.93,0,0,0,0,1,1,0,0,0,0,0,Female,0.0,0.0
558,1977,89,10,80,1.0,A,2.64,0,0,1,0,1,1,0,0,0,0,0,Female,0.0,1373.0
559,1979,22,18,15,4.0,D,4.0,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
560,1980,81,83,80,3.0,R,4.0,0,0,0,0,0,0,1,0,0,0,0,Female,0.0,0.0
561,1981,71,40,38,3.0,A,3.57,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,4414.0
562,1987,78,68,56,3.0,R,3.38,0,0,0,0,1,1,0,0,0,0,0,Male,0.0,0.0
563,1988,71,60,56,1.0,A,3.33,0,0,1,0,0,0,0,0,0,0,0,Male,0.0,3014.0
564,1989,86,35,49,1.0,A,3.77,1,0,0,0,0,0,0,0,0,0,0,Female,0.0,1610.0
565,1992,93,71,80,4.0,R,3.82,0,0,0,0,0,2,0,0,0,0,0,Male,0.0,0.0
566,1993,78,45,35,4.0,R,3.44,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
567,1997,97,83,56,4.0,A,4.0,0,0,1,0,0,0,0,0,0,0,0,Male,0.0,1003.0
568,2000,93,83,93,2.0,R,3.73,0,0,0,0,0,1,0,0,0,0,0,Female,0.0,0.0
569,2001,78,94,93,1.0,R,3.37,0,0,0,0,0,0,1,0,0,0,0,Male,0.0,0.0
570,2002,97,48,56,4.0,R,3.84,0,0,0,0,1,1,0,0,0,0,0,Female,0.0,0.0
571,2003,41,83,15,4.0,D,2.0,0,0,0,0,0,1,1,0,0,0,0,Male,0.0,0.0
572,2004,36,74,15,4.0,A,4.0,1,0,0,0,0,0,0,0,0,0,0,Male,0.0,0.0
573,2006,33,83,15,4.0,A,3.0,0,0,1,0,0,1,0,0,0,0,1,Female,0.0,0.0
574,2008,89,68,56,1.0,R,3.84,0,0,0,0,0,2,0,0,0,0,0,Female,0.0,0.0
575,2010,63,90,15,3.0,R,4.0,0,0,0,0,0,0,0,0,0,0,1,Female,0.0,0.0
576,2011,54,28,56,4.0,R,3.93,0,0,0,0,0,1,0,0,0,0,0,Female,0.0,0.0
577,2015,79,18,38,4.0,A,4.0,0,0,1,0,0,2,0,1,0,0,0,Female,0.0,395.0
578,2016,16,68,15,4.0,D,4.0,0,0,0,0,0,0,0,0,0,0,0,Male,0.0,0.0
579,2025,92,52,0,1.0,A,3.82,0,0,1,0,0,0,0,0,0,0,0,Female,1.0,3012.0
580,2026,84,15,56,2.0,R,3.62,0,0,0,0,0,0,0,0,0,0,0,Male,0.0,0.0
581,2031,67,21,99,4.0,A,3.95,0,0,1,0,0,2,0,0,0,0,0,Male,0.0,2800.0
582,2034,87,78,56,4.0,R,4.0,0,0,0,0,1,0,1,0,0,0,0,Female,0.0,0.0
583,2035,71,74,56,4.0,A,4.0,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,2038.0
584,2037,29,95,15,4.0,D,2.0,0,0,1,0,0,0,0,0,0,0,1,Male,0.0,0.0
585,2042,81,40,56,2.0,A,3.54,0,0,1,0,0,1,0,0,0,0,0,Female,0.0,1704.0
586,2043,92,56,56,4.0,A,3.75,0,0,1,0,0,2,1,0,0,0,0,Female,0.0,1580.0
587,2044,97,52,56,4.0,A,4.0,0,0,1,0,2,0,0,0,0,0,0,Female,1.0,4048.0
588,2045,74,15,56,2.0,A,2.92,0,0,1,0,0,0,0,0,0,0,0,Male,1.0,273.0
589,2046,89,32,80,2.0,A,3.86,0,0,0,0,0,1,0,0,0,0,0,Female,0.0,0.0
590,2047,67,88,38,2.0,R,3.04,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
591,2048,79,18,38,4.0,A,2.97,0,0,1,0,0,0,0,0,0,0,0,Female,1.0,1673.0
592,2052,37,52,56,1.0,A,3.97,0,0,1,0,0,2,0,0,0,0,0,Female,0.0,608.0
593,2053,33,56,15,4.0,A,4.0,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,853.0
594,2054,92,32,93,4.0,A,3.97,0,0,1,0,0,0,0,0,0,0,0,Male,0.0,9496.0
595,2057,71,94,38,3.0,A,3.33,1,0,0,0,0,0,0,0,0,0,0,Male,0.0,0.0
596,2058,96,90,15,2.0,D,2.43,0,0,0,0,0,0,0,1,0,0,0,Male,0.0,0.0
597,2064,97,40,80,1.0,A,3.8,0,0,1,0,0,1,0,0,0,0,0,Female,0.0,516.0
598,2065,49,81,14,4.0,D,2.34,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,0.0
599,2066,95,52,56,4.0,A,4.0,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,0.0
600,2067,33,86,15,4.0,A,3.0,0,0,1,0,0,0,0,0,0,0,1,Male,0.0,520.0
601,2068,29,60,56,4.0,A,4.0,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,579.0
602,2075,98,18,80,1.0,A,4.0,0,0,1,0,0,0,0,0,0,0,0,Male,0.0,4597.0
603,2076,29,44,38,3.0,A,3.07,0,0,1,0,0,0,1,0,0,0,0,Male,1.0,1613.0
604,2077,59,86,0,4.0,D,2.0,0,0,0,0,0,0,0,0,0,0,0,Male,0.0,0.0
605,2078,8,45,38,2.0,D,2.97,0,0,0,0,0,0,0,0,0,0,0,Male,0.0,0.0
606,2079,90,48,98,1.0,A,3.38,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
607,2081,54,71,93,2.0,R,3.8,0,0,0,0,0,1,0,0,0,0,0,Female,0.0,0.0
608,2084,99,71,80,2.0,A,3.9,0,0,1,0,0,3,0,0,0,0,0,Female,0.0,1733.0
609,2086,98,64,38,4.0,A,4.0,0,0,0,0,0,3,0,0,0,0,0,Female,0.0,729.0
610,2089,85,52,15,4.0,R,3.78,0,0,0,0,0,0,0,0,0,0,0,Male,0.0,0.0
611,2090,81,95,93,4.0,A,4.0,0,0,0,0,0,0,0,0,0,0,0,Male,0.0,0.0
612,2091,63,86,15,4.0,A,4.0,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
613,2092,63,56,56,4.0,A,4.0,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,395.0
614,2094,0,0,0,4.0,A,3.59,1,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
615,2100,99,75,80,1.0,R,3.98,0,0,1,0,0,2,0,0,0,0,0,Male,0.0,0.0
616,2101,33,83,15,4.0,R,3.34,0,0,0,0,0,2,0,0,0,0,0,Male,0.0,0.0
617,2102,89,88,56,4.0,A,4.0,0,0,0,0,0,0,0,0,0,0,0,Male,0.0,0.0
618,2103,63,88,56,0.0,A,3.0,0,0,0,0,0,0,0,0,0,0,0,Male,0.0,0.0
619,2105,98,71,80,1.0,R,3.73,0,0,0,0,0,1,0,0,0,0,0,Female,0.0,0.0
620,2107,87,15,56,3.0,D,2.96,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
621,2108,29,64,7,3.0,A,3.0,1,0,0,0,1,1,0,0,0,0,0,Female,0.0,1703.0
622,2111,87,32,80,4.0,R,3.63,0,0,0,0,0,2,0,0,0,0,0,Female,0.0,0.0
623,2112,59,94,15,2.0,R,3.77,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
624,2113,90,83,56,4.0,A,3.9,1,0,0,0,0,1,0,0,0,0,0,Male,0.0,4140.0
625,2114,96,40,56,2.0,A,3.67,0,0,1,0,0,1,0,0,0,0,0,Female,0.0,2372.0
626,2115,54,94,38,4.0,R,3.78,0,0,0,0,0,1,0,0,0,0,1,Male,0.0,0.0
627,2116,63,88,93,1.0,R,3.7,0,0,0,0,0,0,0,0,0,0,0,Male,0.0,0.0
628,2118,92,71,93,1.0,A,3.79,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,940.0
629,2119,37,80,15,4.0,D,3.33,0,0,0,0,0,3,0,0,0,0,0,Female,0.0,0.0
630,2120,45,83,38,4.0,A,3.0,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
631,2121,79,98,38,4.0,A,4.0,0,0,1,0,0,0,0,0,0,0,0,Male,0.0,578.0
632,2122,22,90,15,4.0,D,3.0,0,0,0,0,0,0,0,0,0,0,0,Male,0.0,0.0
633,2123,37,83,38,4.0,A,3.0,0,0,0,0,0,2,0,0,0,0,0,Female,0.0,215.0
634,2124,5,75,15,4.0,D,4.0,0,0,0,0,0,1,0,0,0,0,0,Male,0.0,0.0
635,2125,79,88,38,4.0,A,4.0,0,0,0,0,0,0,0,0,0,0,0,Male,0.0,0.0
636,2126,29,92,15,4.0,D,3.0,0,0,0,0,0,1,0,0,0,0,0,Female,0.0,0.0
637,2128,41,28,56,2.0,A,3.21,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,974.0
638,2129,79,68,56,4.0,A,3.0,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
639,2132,92,60,98,1.0,A,3.9,0,1,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
640,2133,92,37,38,1.0,R,3.05,0,0,1,0,0,0,0,0,0,0,0,Male,0.0,0.0
641,2142,81,78,56,4.0,A,3.0,0,0,0,0,0,0,0,0,0,0,0,Male,0.0,1096.0
642,2143,74,64,56,1.0,R,3.63,0,0,0,0,0,1,0,0,0,0,0,Female,0.0,0.0
643,2144,92,37,38,2.0,A,3.69,0,0,1,0,0,2,0,0,0,0,0,Female,0.0,2859.0
644,2145,81,86,80,4.0,R,3.33,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
645,2147,97,8,80,2.0,R,3.83,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
646,2148,71,64,80,1.0,R,3.22,0,0,1,0,0,0,1,0,1,1,0,Female,0.0,0.0
647,2149,45,98,38,3.0,A,4.0,0,0,0,0,0,0,0,0,0,0,0,Male,0.0,0.0
648,2150,92,52,56,1.0,A,3.87,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,0.0
649,2151,90,28,80,4.0,A,3.73,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,1950.0
650,2153,67,12,38,1.0,R,3.67,0,0,0,0,0,1,0,0,0,0,0,Female,0.0,0.0
651,2154,45,71,38,4.0,A,4.0,0,0,0,0,0,0,0,1,0,0,0,Female,0.0,0.0
652,2155,85,40,80,1.0,A,3.59,0,0,0,0,0,1,0,0,0,0,0,Female,0.0,0.0
653,2156,59,4,38,4.0,R,3.96,0,0,0,0,0,0,0,1,0,0,0,Female,0.0,0.0
654,2157,13,25,7,4.0,D,3.0,0,0,0,0,0,0,0,1,0,0,0,Female,0.0,0.0
655,2158,54,95,15,4.0,R,3.0,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
656,2159,67,98,15,3.0,A,3.0,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,336.0
657,2160,71,98,38,4.0,A,3.33,0,0,1,0,0,2,0,0,0,0,0,Female,0.0,92.0
658,2161,29,88,15,4.0,D,3.0,0,0,0,0,0,0,0,0,1,1,0,Female,0.0,0.0
659,2162,71,25,15,2.0,A,3.92,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
660,2163,67,90,38,1.0,R,3.95,0,0,1,0,0,0,0,0,0,0,0,Male,0.0,0.0
661,2164,54,86,15,4.0,A,2.33,0,0,1,0,0,0,0,0,1,1,0,Female,0.0,457.0
662,2165,81,98,15,4.0,A,3.0,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
663,2166,29,71,15,4.0,D,2.2,0,0,0,0,0,1,0,0,0,0,0,Male,0.0,0.0
664,2167,94,98,15,4.0,A,4.0,0,0,1,0,0,0,0,0,0,0,0,Male,0.0,518.0
665,2169,50,1,56,4.0,A,3.91,0,0,0,0,0,0,1,0,0,0,0,Female,0.0,0.0
666,2170,71,71,15,2.0,A,2.65,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,61.0
667,2171,37,98,15,3.0,D,3.0,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
668,2173,99,68,93,1.0,A,3.88,0,0,0,1,0,2,0,1,0,0,0,Female,0.0,640.0
669,2174,95,61,45,1.0,R,3.5,0,0,1,0,0,1,0,0,0,0,0,Male,0.0,0.0
670,2175,94,56,56,1.0,A,3.32,0,0,1,0,2,0,0,0,0,0,0,Female,0.0,426.0
671,2177,97,78,80,1.0,A,3.63,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,0.0
672,2179,90,48,93,3.0,A,3.96,0,0,1,0,0,1,0,0,0,0,0,Female,0.0,1156.0
673,2180,79,88,56,4.0,A,3.0,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,0.0
674,2181,67,71,56,4.0,D,4.0,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
675,2182,33,56,15,4.0,A,3.0,0,0,0,0,0,0,0,0,0,0,0,Male,0.0,0.0
676,2184,63,37,80,2.0,R,3.87,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,0.0
677,2186,16,68,15,4.0,A,3.67,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,1795.0
678,2187,71,32,56,1.0,R,3.41,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
679,2189,59,98,38,4.0,R,3.0,0,0,0,0,0,3,0,0,0,0,0,Female,0.0,0.0
680,2191,85,83,80,4.0,R,4.0,0,0,0,0,1,2,0,0,0,0,0,Female,0.0,0.0
681,2192,59,98,15,1.0,R,3.0,0,0,0,0,0,1,0,0,0,0,0,Female,0.0,0.0
682,2193,79,32,15,4.0,A,3.54,1,0,0,0,0,0,0,0,0,0,0,Male,0.0,4229.0
683,2194,67,98,15,4.0,R,3.0,0,0,0,0,0,0,0,0,0,0,0,Male,0.0,0.0
684,2197,67,98,38,4.0,R,4.0,0,0,0,0,0,0,0,0,0,0,1,Male,0.0,0.0
685,2199,50,78,38,4.0,A,3.0,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,702.0
686,2200,50,98,15,4.0,R,4.0,0,0,0,0,0,0,0,1,0,0,0,Female,0.0,0.0
687,2201,45,10,15,2.0,A,3.09,0,0,0,0,0,1,0,0,0,0,0,Female,0.0,974.0
688,2202,59,95,15,4.0,R,3.0,0,0,0,0,0,1,0,0,0,0,0,Female,0.0,0.0
689,2203,79,98,15,4.0,R,3.0,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
690,2204,79,95,38,3.0,A,3.73,0,0,0,0,0,1,0,0,0,0,0,Male,0.0,0.0
691,2206,7,95,7,3.0,D,3.0,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
692,2207,90,37,56,4.0,R,3.89,0,0,0,0,0,1,0,0,0,0,0,Female,0.0,0.0
693,2210,74,95,80,4.0,R,4.0,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
694,2212,92,64,56,4.0,R,4.0,0,0,0,0,0,2,0,0,0,0,0,Female,0.0,0.0
695,2213,37,95,38,4.0,A,3.0,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
696,2214,45,98,15,3.0,A,3.0,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,487.0
697,2215,96,71,98,4.0,A,3.93,1,0,0,0,0,2,1,0,0,0,0,Female,0.0,456.0
698,2216,59,80,38,4.0,D,3.0,0,0,0,0,0,0,0,0,0,0,0,Male,0.0,0.0
699,2218,18,71,7,0.0,D,3.0,0,0,0,0,0,0,0,0,0,0,2,Female,0.0,0.0
700,2219,85,78,38,2.0,A,3.51,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
701,2222,99,64,98,1.0,R,3.5,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,0.0
702,2223,89,64,98,1.0,R,3.57,0,0,1,0,0,1,0,0,0,0,0,Female,0.0,0.0
703,2225,74,83,98,2.0,A,3.59,0,0,1,0,0,0,0,0,0,0,0,Male,0.0,0.0
704,2227,99,71,93,1.0,R,3.47,0,0,0,0,0,2,0,0,0,0,0,Female,0.0,0.0
705,2228,79,12,38,2.0,A,3.14,0,0,1,0,0,0,0,0,0,0,0,Female,1.0,701.0
706,2229,16,40,7,4.0,D,3.0,0,0,0,0,0,0,0,0,0,0,0,Male,0.0,0.0
707,2230,95,98,98,1.0,R,3.97,0,0,0,0,0,2,0,1,0,0,0,Male,0.0,0.0
708,2231,59,32,56,4.0,A,3.65,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,0.0
709,2232,25,98,38,2.0,A,3.75,0,0,1,0,0,1,0,0,0,0,0,Female,0.0,883.0
710,2233,67,98,38,4.0,R,3.0,0,0,0,0,0,1,0,0,0,0,2,Female,0.0,0.0
711,2234,99,56,38,1.0,R,3.7,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
712,2236,95,32,93,2.0,R,3.75,1,0,0,0,1,0,0,0,0,0,0,Female,0.0,0.0
713,2237,97,78,80,4.0,R,3.96,0,0,0,0,0,3,0,0,0,0,0,Female,0.0,0.0
714,2238,54,92,56,4.0,A,4.0,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
715,2239,74,6,56,2.0,R,3.88,0,0,0,0,0,2,0,1,0,0,0,Female,0.0,0.0
716,2241,96,90,80,1.0,A,2.91,0,0,1,0,0,0,3,0,0,0,0,Female,0.0,1248.0
717,2242,71,95,15,3.0,R,4.0,0,0,0,0,0,2,0,0,0,0,0,Female,0.0,0.0
718,2243,37,92,56,4.0,A,3.0,0,0,0,0,0,0,0,0,0,0,0,Male,0.0,121.0
719,2244,36,83,38,4.0,A,4.0,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,1584.0
720,2247,41,98,56,4.0,R,3.76,0,0,0,0,0,1,0,0,0,0,0,Female,0.0,0.0
721,2249,63,97,15,2.0,D,3.0,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
722,2251,59,90,38,4.0,R,4.0,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
723,2252,63,40,56,2.0,A,3.38,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,945.0
724,2253,74,71,15,2.0,A,3.81,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
725,2254,81,80,56,1.0,R,3.67,0,0,0,0,0,1,1,0,0,0,0,Female,0.0,0.0
726,2258,96,28,80,1.0,A,4.0,0,0,0,1,0,3,0,0,0,0,0,Female,1.0,1067.0
727,2259,92,78,41,2.0,R,3.97,1,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
728,2260,67,45,15,4.0,A,3.92,0,0,1,0,0,0,0,0,0,0,0,Male,0.0,0.0
729,2262,28,49,35,4.0,R,3.79,1,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
730,2263,87,37,93,3.0,A,3.91,1,0,0,0,0,0,0,0,0,0,0,Female,0.0,2525.0
731,2267,79,60,56,3.0,R,3.37,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
732,2268,67,94,38,4.0,D,3.0,0,0,0,0,1,1,0,0,0,0,1,Female,0.0,0.0
733,2270,37,94,15,4.0,D,3.0,0,0,0,0,1,0,0,1,0,0,1,Male,0.0,0.0
734,2271,96,52,80,1.0,R,3.76,0,0,0,0,1,1,0,0,0,0,0,Female,0.0,0.0
735,2272,92,56,80,1.0,A,3.8,0,0,1,0,0,1,0,0,0,0,0,Female,0.0,2923.0
736,2273,33,71,15,3.0,A,4.0,0,0,1,0,0,0,0,0,0,0,0,Female,0.0,0.0
737,2274,37,75,15,4.0,R,4.0,0,0,0,0,0,1,1,0,0,0,0,Male,0.0,0.0
738,2275,95,80,93,3.0,A,3.67,0,0,1,0,0,0,0,0,0,0,0,Male,0.0,911.0
739,2279,87,92,15,3.0,A,3.0,0,0,0,0,0,1,0,0,0,0,0,Female,0.0,0.0
740,2280,45,71,0,4.0,R,3.0,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
741,2282,22,94,15,4.0,A,3.0,0,0,1,0,0,1,1,0,0,0,0,Male,0.0,33116.0
742,2283,41,98,15,4.0,A,3.0,1,0,0,0,0,0,0,0,0,0,0,Male,0.0,638.0
743,2284,45,56,15,4.0,A,3.0,0,0,0,0,0,1,0,0,0,0,2,Female,0.0,1706.0
744,2285,54,80,0,4.0,R,4.0,0,0,0,0,0,0,0,0,0,0,0,Female,0.0,0.0
745,2286,50,80,15,4.0,D,3.0,0,0,0,0,0,0,0,0,0,0,2,Female,0.0,0.0
746,2287,79,94,15,4.0,A,3.0,0,0,0,0,0,1,0,0,0,0,1,Male,0.0,0.0
