Subject ID,GRE Verbal Percentile,GRE Quant Percentile,GRE Analytical Percentile,Tier of Undergraduate Institution,Admission Decision,GPA,Master's Held,Doctorate Held,Special Degree Held,Awards: Arts,Awards: Scholastic,Awards: Research,Awards: Service,Awards: Leadership,Awards: Competitions,Gender,First Generation,Work Experience,American Indian or Alaska Native,Asian,Black or African American,Hispanic,Native Hawaiian or Other Pacific Islander,Not Reported,White
2680,90,95,59,1.0,D,2.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
2919,26,93,59,2.0,D,3.0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
2161,29,88,15,1.0,D,3.0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,1,0
3168,96,62,93,4.0,A,3.56,0,0,0,0,0,0,0,0,0,0,0.0,5.090410958904109,0,0,0,0,0,0,1
2873,60,95,17,1.0,D,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
2602,80,87,17,1.0,A,3.33,0,0,0,0,0,0,0,0,0,0,0.0,0.4136986301369863,0,1,0,0,0,0,0
4165,73,88,41,2.0,R,3.67,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
1705,81,22,35,1.0,R,3.49,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
3320,15,96,42,3.0,D,3.19,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
3935,23,8,7,2.0,D,3.56,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,0
2686,75,47,42,1.0,A,3.61,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0,0,0,0,0,0,1
2057,71,94,38,2.0,A,3.33,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,1,0,0,0,0,0
4201,65,72,92,4.0,R,3.55,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
1390,73,56,49,1.0,D,3.21,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,0,1
2757,68,51,59,3.0,R,3.87,0,0,0,1,1,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,1
2260,67,45,15,1.0,A,3.92,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,1,0,0,0,0
4254,61,74,41,1.0,D,2.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
2480,98,91,59,4.0,A,3.99,0,0,0,0,2,0,0,0,0,0,0.0,6.005479452054795,0,0,0,0,0,0,1
2378,29,98,15,1.0,D,4.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
4231,91,26,82,1.0,R,3.8,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0
2459,71,48,93,4.0,A,3.61,0,0,0,0,2,0,0,0,0,0,0.0,6.594520547945206,0,0,0,0,0,1,0
2353,90,64,98,3.0,A,3.94,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
4215,47,77,17,1.0,R,3.0,0,0,0,0,2,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
1489,95,39,49,3.0,A,3.61,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
2886,80,31,0,4.0,A,3.86,0,0,0,0,0,0,0,0,0,0,0.0,0.8328767123287671,0,0,0,0,0,0,1
4002,76,58,59,1.0,R,3.54,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,1,0,0,0
2976,26,97,17,1.0,R,3.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
3235,76,55,93,4.0,R,3.16,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,0
1907,98,37,93,4.0,A,3.91,0,0,0,0,2,0,0,0,0,0,0.0,1.747945205479452,0,0,0,0,0,0,1
2123,37,83,38,1.0,A,3.0,0,0,0,0,2,0,0,0,0,0,0.0,0.589041095890411,0,0,0,0,0,1,0
1875,54,98,15,2.0,A,3.0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0,0,0,0,0,1,0
3087,80,30,93,4.0,A,3.72,0,0,0,0,2,0,0,0,0,0,0.0,0.589041095890411,0,0,0,0,0,0,1
4073,52,91,41,1.0,R,4.0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0,0,0,0,0,1,0
1466,66,22,54,1.0,A,3.38,0,0,0,0,0,0,0,0,0,1,0.0,6.257534246575342,0,0,0,0,0,0,1
2428,81,6,56,1.0,A,3.95,0,0,0,0,2,0,1,0,0,0,1.0,8.92054794520548,0,0,0,0,0,0,1
3927,97,65,59,3.0,R,3.98,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
3404,76,24,82,1.0,A,3.74,0,0,0,0,1,0,0,0,0,1,1.0,2.1671232876712327,0,0,0,0,0,0,1
3080,92,51,82,1.0,A,3.03,0,0,0,0,0,0,0,0,0,0,0.0,0.16712328767123288,0,0,0,0,0,0,1
4182,88,88,92,4.0,R,3.35,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,1,0,0,0,0,0
1404,92,42,32,5.0,A,3.55,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
1397,77,52,92,1.0,R,3.61,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
2838,68,24,82,1.0,A,3.14,0,0,0,0,0,0,1,0,0,1,0.0,2.915068493150685,0,0,1,0,0,0,0
3351,43,96,8,1.0,D,2.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
2991,60,95,42,1.0,R,3.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
4273,86,80,59,1.0,R,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
4258,69,83,41,3.0,D,2.54,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
4223,8,88,17,3.0,D,3.29,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0
1595,40,75,14,1.0,A,4.0,0,0,0,0,1,0,0,0,0,0,0.0,3.16986301369863,0,0,0,0,0,1,0
3423,97,81,60,3.0,R,3.97,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
2497,78,41,54,3.0,A,3.84,1,0,0,0,2,0,0,0,0,0,0.0,2.16986301369863,0,0,0,0,0,0,1
2262,28,49,35,1.0,R,3.79,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
2956,96,64,80,4.0,R,3.71,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,0,1
3007,27,94,60,3.0,R,3.56,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
2829,67,32,38,1.0,A,3.76,0,0,0,1,0,0,0,0,0,0,0.0,3.915068493150685,0,0,0,1,0,0,0
1746,98,44,48,3.0,A,3.33,0,0,1,0,1,0,0,0,0,0,1.0,6.838356164383562,0,0,0,0,0,0,1
2883,82,35,0,4.0,A,3.97,0,0,0,0,0,0,0,0,0,1,0.0,5.424657534246576,0,0,0,0,0,1,0
1214,77,14,49,4.0,R,3.57,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
1259,73,52,73,4.0,R,3.76,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,0,1
1868,99,29,78,4.0,A,3.06,0,0,0,0,2,0,0,0,0,0,0.0,6.249315068493151,0,0,0,0,0,1,0
2751,89,52,30,2.0,R,3.85,1,0,0,0,1,0,1,0,0,0,0.0,3.421917808219178,0,0,0,0,0,0,1
3621,69,94,18,3.0,D,4.0,0,0,0,0,2,1,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
1452,87,50,96,4.0,A,3.85,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
1557,95,57,97,3.0,R,3.72,0,0,0,1,1,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,1
3004,34,87,7,1.0,A,3.66,0,0,0,0,0,0,0,0,1,0,0.0,0.3315068493150685,0,0,0,0,0,1,0
1756,0,0,0,4.0,A,3.96,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0,0,0,1,0,0,0
4127,69,88,59,1.0,R,3.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
3703,47,90,41,2.0,A,3.33,0,0,0,2,0,0,0,0,0,1,0.0,5.336986301369863,0,0,0,0,0,1,0
4327,56,91,41,1.0,R,3.75,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
1571,62,98,6,1.0,D,3.0,0,0,0,0,1,0,0,0,2,0,0.0,0.0,0,0,0,0,0,1,0
1959,33,83,15,1.0,R,3.34,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
1543,53,33,14,1.0,D,3.31,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
2426,50,86,56,1.0,R,4.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
3785,61,94,8,2.0,D,2.67,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
4054,99,90,98,1.0,R,4.0,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0,0,0,0,0,0,1
4313,69,54,59,1.0,D,3.95,0,0,0,0,2,0,0,0,0,1,0.0,0.0,0,1,0,0,0,0,0
3899,20,77,59,1.0,A,3.0,0,0,0,0,0,0,0,0,0,1,0.0,3.504109589041096,0,0,0,0,0,1,0
3131,80,69,60,1.0,D,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
3158,56,91,18,1.0,D,4.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
1950,29,98,15,1.0,R,3.0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
1980,81,83,80,2.0,R,4.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
2559,64,97,59,1.0,R,3.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
3298,52,89,18,1.0,D,3.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
3078,88,47,42,1.0,R,4.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
1208,65,35,73,1.0,D,3.22,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,1,0
2632,72,95,17,1.0,D,1.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
3401,51,70,17,1.0,D,4.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
3588,48,91,42,1.0,D,3.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0
3481,73,97,42,3.0,R,3.7,0,0,0,0,1,0,0,0,2,1,0.0,0.0,0,0,0,0,0,1,0
4242,69,90,59,1.0,D,4.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
3508,39,97,42,1.0,D,4.0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0,0,0,0,0,1,0
3773,61,88,17,1.0,A,3.0,1,0,0,0,0,0,0,0,0,0,0.0,2.5835616438356164,0,0,0,0,0,1,0
2989,19,95,7,1.0,D,3.0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
3579,61,87,82,1.0,D,3.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
2981,47,70,17,1.0,A,3.0,0,0,0,0,0,0,0,0,0,0,0.0,2.750684931506849,0,0,0,0,0,1,0
1624,36,98,35,2.0,A,4.0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
2788,85,93,0,1.0,R,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
1554,87,41,54,2.0,A,3.96,0,0,0,0,0,0,0,0,0,0,0.0,2.4136986301369863,0,0,0,0,0,0,1
1800,84,56,56,3.0,R,3.63,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
1503,98,25,54,4.0,R,3.99,1,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
2831,38,91,42,1.0,A,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
2749,47,85,17,4.0,D,3.59,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0,1,0,0,0,0,0
2225,74,83,98,3.0,A,3.59,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,1,0,0,0
3616,43,73,18,1.0,D,2.67,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
2997,94,63,98,3.0,R,2.96,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
3389,43,84,18,1.0,D,4.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
1263,24,99,11,1.0,A,3.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
1847,95,44,80,4.0,A,3.55,0,0,0,0,0,0,0,0,0,0,1.0,8.257534246575343,0,0,0,0,0,1,0
3529,69,96,42,2.0,D,3.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
1974,36,94,15,2.0,A,3.83,0,0,0,0,0,0,0,0,0,0,0.0,1.252054794520548,0,0,0,0,0,1,0
3263,61,96,42,2.0,D,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
1221,89,60,96,1.0,R,3.72,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
2688,55,89,42,1.0,A,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0821917808219178,0,0,0,0,0,1,0
3228,15,51,18,1.0,D,4.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
1242,95,43,92,4.0,R,3.77,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,0,1
3248,27,94,18,1.0,D,3.0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0,0,0,0,0,1,0
2695,72,35,59,3.0,R,3.14,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,0
2501,92,59,93,3.0,A,3.67,1,0,0,0,1,0,0,1,0,1,1.0,5.419178082191781,0,0,0,0,0,0,1
2000,93,83,93,3.0,R,3.73,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
1908,91,56,73,1.0,R,4.0,1,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0
4056,91,38,59,4.0,D,3.69,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0
2941,85,91,42,2.0,R,3.0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
3120,73,94,18,1.0,R,3.25,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
4114,38,14,7,1.0,D,3.59,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
3466,98,73,82,4.0,A,3.62,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
2951,92,64,93,1.0,R,3.92,1,0,0,0,1,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
3239,93,94,82,4.0,A,3.72,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,1,0,0,0,0,0
4232,93,42,82,4.0,R,3.51,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
2539,30,63,17,1.0,D,3.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
1710,81,37,54,2.0,R,3.4538255338482493,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
3896,52,94,17,2.0,D,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
1368,36,23,30,1.0,D,3.37,1,0,0,0,1,0,0,1,0,1,0.0,0.0,0,0,0,1,0,0,0
2037,29,95,15,1.0,D,2.0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0,0,0,0,0,1,0
2429,54,90,15,1.0,A,4.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,1,0
3196,94,97,60,1.0,D,2.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
4104,93,77,82,3.0,D,2.49,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,1,0,0,0,0,0
3406,43,97,18,3.0,D,3.74,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
2081,54,71,93,3.0,R,3.8,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,0
2292,50,40,80,3.0,R,3.35,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
1551,93,59,10,4.0,A,3.54,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
1892,29,83,15,1.0,R,3.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0
1284,65,27,49,1.0,A,3.3,0,0,0,0,1,0,0,0,0,1,0.0,7.7534246575342465,0,0,0,0,0,0,1
2444,85,56,56,1.0,A,4.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0794520547945206,0,1,0,0,0,0,0
4092,47,90,17,1.0,A,3.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
2511,23,12,42,4.0,D,3.31,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,0
2617,64,97,17,1.0,D,3.33,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
4253,47,86,59,1.0,D,3.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
1862,95,64,56,2.0,R,3.95,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
3701,98,70,98,1.0,A,3.25,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,0,1
2157,13,25,7,1.0,D,3.0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0
3296,80,91,42,4.0,R,3.51,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
2791,72,85,42,1.0,D,2.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
3413,48,91,42,3.0,A,3.0,1,0,0,0,2,0,0,0,0,0,0.0,1.16986301369863,0,0,0,0,0,1,0
1954,41,74,15,1.0,A,4.0,0,0,0,0,0,1,0,0,0,0,0.0,2.0794520547945203,0,0,0,0,0,1,0
1927,92,44,98,4.0,A,3.23,0,0,0,0,0,0,0,0,0,1,0.0,9.75068493150685,0,0,0,0,0,1,0
4060,11,83,17,1.0,A,3.33,0,0,0,0,1,0,0,0,0,0,0.0,3.0,0,0,0,0,0,1,0
3012,48,97,42,1.0,D,3.0,1,0,0,0,1,2,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
3144,98,59,98,4.0,R,4.0,1,0,0,1,1,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
3328,99,69,82,3.0,A,3.88,0,0,0,0,2,0,0,0,0,0,0.0,4.676712328767123,0,0,0,0,0,0,1
1912,71,71,15,1.0,R,3.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0
2113,90,83,56,1.0,A,3.9,1,0,0,0,1,0,0,0,0,1,0.0,11.342465753424657,0,0,0,0,0,1,0
2397,89,78,98,4.0,R,3.21,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,0,1
1281,40,90,49,1.0,A,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
3786,31,87,18,1.0,A,3.0,0,0,0,0,0,0,0,0,0,1,0.0,3.336986301369863,0,0,0,0,0,1,0
2800,68,27,82,4.0,R,3.78,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,0
4324,69,96,41,4.0,R,3.56,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
1666,98,36,32,4.0,R,3.8,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
1488,89,53,29,1.0,A,3.92,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
3130,69,97,0,1.0,D,4.0,0,0,0,0,1,0,1,0,1,0,0.0,0.0,0,0,0,0,0,1,0
3451,76,97,82,1.0,R,3.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
3679,76,97,18,1.0,D,3.0,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
3476,76,97,60,2.0,D,2.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
1311,12,94,6,2.0,R,4.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
3309,61,92,18,1.0,D,3.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
2720,82,31,59,1.0,A,3.96,0,0,0,0,2,0,0,0,1,0,0.0,1.9232876712328768,0,0,0,0,0,0,1
1707,36,29,35,1.0,A,3.52,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
1620,93,61,54,4.0,R,3.87,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
2698,51,35,59,3.0,A,3.44,0,0,0,0,0,0,0,0,0,0,0.0,3.506849315068493,0,0,0,1,0,0,0
2219,85,78,38,3.0,A,3.51,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
2623,60,97,17,1.0,R,3.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
3253,26,63,42,1.0,A,4.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
1609,53,11,35,3.0,A,3.19,0,0,0,0,0,0,0,0,0,0,0.0,1.167123287671233,0,0,0,0,0,0,1
2218,18,71,7,5.0,D,3.0,1,0,0,0,0,0,0,0,2,0,0.0,0.0,0,0,0,0,0,1,0
2773,55,97,17,3.0,R,4.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
2045,74,15,56,3.0,A,2.92,0,0,0,0,0,0,0,0,0,1,1.0,0.7479452054794521,0,0,0,0,0,0,1
1903,59,32,56,3.0,R,3.42,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
2035,71,74,56,1.0,A,4.0,0,0,0,0,0,0,0,0,0,0,0.0,5.583561643835616,0,0,0,0,0,1,0
4169,99,83,92,4.0,R,3.57,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
3156,80,96,42,1.0,R,3.89,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
2740,68,85,17,2.0,R,4.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
1302,91,74,96,4.0,R,3.86,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
3963,56,91,17,1.0,A,4.0,0,0,0,0,1,0,0,0,0,0,0.0,0.42191780821917807,0,0,0,0,0,1,0
1292,75,6,45,3.0,D,3.48,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
3010,48,91,60,3.0,D,3.17,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0,0,0,0,0,1,0
2334,79,6,80,2.0,R,3.62,0,0,0,0,2,0,0,0,0,1,0.0,0.0,0,0,0,0,0,0,1
3091,93,94,60,1.0,D,2.5,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
2753,54,94,56,1.0,A,4.0,0,0,0,0,0,0,0,0,0,0,0.0,1.6657534246575343,0,0,0,0,0,1,0
3082,26,63,42,1.0,A,4.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
3914,56,61,41,1.0,D,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,0
1726,53,98,14,1.0,A,3.0,0,0,0,0,2,0,0,0,1,1,0.0,0.25205479452054796,0,0,0,0,0,1,0
1921,98,68,80,4.0,R,3.78,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,0,1
1803,45,98,15,1.0,A,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
3310,80,97,42,1.0,A,4.0,0,0,0,0,1,0,0,0,0,0,0.0,0.08493150684931507,0,0,0,0,0,1,0
3841,94,50,17,4.0,A,3.7,0,0,0,0,0,0,0,0,0,0,0.0,4.002739726027397,0,0,0,0,0,1,0
2154,45,71,38,1.0,A,4.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0
3200,52,14,18,1.0,A,3.33,0,0,0,0,1,0,0,0,0,0,0.0,13.26027397260274,0,0,0,1,0,0,0
3804,88,96,41,1.0,R,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
2569,60,27,59,4.0,R,3.73,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
2938,60,82,42,1.0,A,3.0,0,0,0,0,1,0,0,0,0,0,0.0,1.084931506849315,0,0,0,0,0,1,0
3493,3,69,18,1.0,D,3.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,1,0,0,0,0,0
3123,69,97,60,1.0,R,4.0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0,0,0,0,0,1,0
2144,92,37,38,3.0,A,3.69,0,0,0,0,2,0,0,0,0,0,0.0,7.832876712328767,0,0,0,1,0,0,0
2068,29,60,56,1.0,A,4.0,0,0,0,0,0,0,0,0,0,0,0.0,1.5863013698630137,0,1,0,0,0,0,0
4098,38,68,17,3.0,D,3.39,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
3403,97,67,59,1.0,D,4.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
3222,61,3,42,2.0,A,3.58,0,0,0,0,0,0,0,0,0,1,1.0,2.421917808219178,0,0,0,0,0,0,1
2002,97,48,56,1.0,R,3.84,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
1493,44,95,14,1.0,D,3.0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0
4175,88,91,59,4.0,R,3.54,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
3636,99,43,93,1.0,A,4.0,0,0,0,0,0,0,0,0,0,0,0.0,6.761643835616439,0,0,0,0,0,1,0
1334,65,98,30,1.0,R,4.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
2456,30,73,42,2.0,R,3.33,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0
3115,65,97,18,1.0,R,3.0,0,0,0,0,0,1,0,0,1,1,0.0,0.0,0,0,0,0,0,1,0
