GRE APT Verb Percentile,GRE APT Quant Percentile,GRE APT Analyt Percentile,tiers,admit_code,GPA_Merged,Master's Held,Doctorate Held,Bachelor's Held,Special Degree Held,Count: Arts,Count: GAE,Count: Research,Count: Service,Count: Leadership,Count: Competition,Gender,Ethnicity,First Generation,work_experience_int
90,64,98,2.0,A,3.94,0,0,1,0,0,0,0,0,0,0,Female,White,0.0,0.0
50,71,38,4.0,R,4.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
99,64,98,4.0,A,3.93,0,0,0,0,0,0,0,0,0,0,Female,White,0.0,0.0
87,25,56,2.0,A,3.38,0,0,1,0,0,0,0,0,0,0,Female,White,0.0,2863.0
81,40,56,1.0,R,3.83,0,0,0,0,0,0,0,0,0,0,Male,White,0.0,0.0
54,6,80,4.0,D,3.22,0,0,0,0,0,1,0,0,0,0,Female,White,0.0,0.0
37,12,56,4.0,A,3.89,0,0,1,0,0,1,0,0,0,0,Male,Black or African American,0.0,2250.0
71,32,56,4.0,A,3.71,0,0,1,0,0,0,0,0,0,0,Female,White,0.0,2099.0
85,48,98,1.0,R,3.97,0,0,0,0,0,2,0,0,0,0,Female,White,0.0,0.0
74,15,80,1.0,A,3.83,0,0,0,0,0,1,0,0,0,0,Female,Native Hawaiian or Other Pacific Islander,0.0,0.0
25,8,56,3.0,R,3.82,0,0,0,0,0,1,0,0,0,0,Female,White,0.0,0.0
45,56,15,4.0,A,4.0,0,0,1,0,0,0,0,0,0,0,Female,Not Reported,0.0,731.0
71,40,15,4.0,R,4.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
54,98,38,4.0,A,4.0,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
87,86,56,4.0,A,4.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
95,90,80,1.0,R,3.33,0,0,1,0,0,1,1,0,0,0,Male,White,0.0,0.0
99,52,80,1.0,A,3.69,0,0,1,0,0,0,0,0,0,0,Female,White,0.0,1309.0
29,98,15,4.0,D,4.0,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
67,98,56,4.0,R,4.0,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
79,6,80,3.0,D,3.44,0,0,1,0,0,0,0,0,0,0,Male,White,0.0,0.0
67,86,15,1.0,R,3.0,0,0,0,0,2,0,0,0,0,0,Female,Asian,0.0,0.0
79,25,93,2.0,R,3.69,0,0,0,0,0,1,0,0,0,0,Female,White,0.0,0.0
74,94,15,3.0,R,3.33,0,0,0,0,0,0,1,1,0,0,Female,Not Reported,0.0,0.0
33,98,15,3.0,A,4.0,0,0,0,0,0,1,0,1,0,0,Male,Not Reported,0.0,0.0
41,95,15,4.0,A,4.0,0,0,1,0,0,1,0,0,0,1,Female,Not Reported,0.0,61.0
99,48,93,1.0,R,3.7,0,0,0,0,0,1,0,0,0,0,Female,White,0.0,0.0
74,71,80,3.0,A,4.0,0,0,0,0,0,1,0,0,0,0,Female,Not Reported,0.0,0.0
54,98,15,4.0,R,3.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
85,71,56,4.0,D,3.32,0,0,0,0,0,0,0,0,0,0,Male,White,0.0,0.0
32,25,35,1.0,A,3.51,0,0,1,0,0,0,0,0,0,0,Female,Not Reported,0.0,914.0
90,86,98,1.0,R,3.94,0,0,0,0,0,1,1,0,0,0,Male,Asian,0.0,0.0
89,78,98,1.0,R,3.21,0,0,0,0,0,0,0,0,0,0,Male,White,0.0,0.0
54,80,15,4.0,D,2.0,0,0,0,0,0,1,0,0,0,0,Male,Not Reported,0.0,0.0
29,18,80,2.0,R,3.45,0,0,0,0,0,0,0,0,0,0,Female,White,0.0,0.0
94,86,56,1.0,A,3.91,0,0,1,0,0,1,0,1,0,0,Female,White,0.0,607.0
97,71,80,1.0,R,3.73,0,0,0,0,0,1,2,0,0,0,Female,White,0.0,0.0
22,15,56,4.0,A,3.45,0,0,0,0,0,0,0,0,0,0,Female,White,0.0,2100.0
41,3,15,4.0,A,4.0,0,0,1,0,0,0,0,0,0,0,Female,White,1.0,275.0
63,6,80,4.0,A,3.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
96,48,15,3.0,R,3.51,0,0,0,0,0,0,0,0,0,0,Female,White,0.0,0.0
97,90,98,1.0,R,3.94,0,0,0,0,0,2,1,0,0,0,Female,White,0.0,0.0
81,52,80,1.0,R,3.62,0,0,0,0,0,0,0,0,0,0,Female,White,0.0,0.0
90,40,38,3.0,A,3.11,0,0,1,0,0,0,0,0,0,0,Female,White,1.0,363.0
99,56,93,2.0,R,3.87,0,0,1,0,0,0,0,0,0,0,Female,White,0.0,0.0
81,48,56,4.0,A,4.0,1,0,0,0,0,2,0,0,0,0,Female,Hispanic,1.0,1399.0
50,95,15,4.0,R,3.0,0,0,0,0,0,2,0,0,0,0,Female,Not Reported,0.0,0.0
87,64,93,1.0,R,3.94,0,0,0,0,0,2,0,0,1,0,Female,White,0.0,0.0
63,90,38,4.0,A,3.55,0,0,1,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
16,28,15,4.0,D,2.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
45,95,0,3.0,R,3.67,0,0,0,0,0,1,0,0,0,0,Male,Not Reported,0.0,0.0
41,78,38,4.0,R,3.0,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
79,98,56,4.0,A,3.0,0,0,0,0,0,1,0,0,0,0,Female,Not Reported,0.0,0.0
67,98,0,4.0,R,4.0,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
71,95,15,4.0,R,3.0,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
45,40,15,3.0,R,3.67,0,0,0,0,0,0,0,0,0,0,Female,Asian,0.0,0.0
50,86,56,4.0,R,4.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
67,98,15,4.0,A,3.0,0,0,1,0,0,1,0,0,0,0,Female,Not Reported,0.0,0.0
81,6,56,4.0,A,3.95,0,0,1,0,0,2,0,1,0,0,Female,White,1.0,3256.0
54,90,15,4.0,A,4.0,0,0,0,0,0,0,0,0,0,1,Female,Not Reported,0.0,0.0
81,94,56,4.0,R,2.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
63,98,15,4.0,A,3.0,0,0,0,0,0,0,1,0,0,1,Female,Not Reported,0.0,426.0
50,98,38,1.0,D,1.0,0,0,0,0,0,0,0,0,0,1,Male,Not Reported,0.0,0.0
63,98,7,4.0,A,3.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,31.0
67,98,38,4.0,R,4.0,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
50,88,15,4.0,D,2.0,0,0,0,0,0,1,1,0,0,1,Female,Not Reported,0.0,0.0
50,95,15,4.0,D,3.0,0,0,0,0,0,0,0,0,0,2,Female,Not Reported,0.0,0.0
90,52,93,1.0,A,3.37,0,0,0,0,0,0,0,0,0,0,Female,Hispanic,0.0,0.0
99,67,82,1.0,A,3.55,0,0,1,0,0,1,0,0,1,0,Female,White,0.0,944.0
85,56,56,4.0,A,4.0,0,0,1,0,0,0,0,0,0,0,Female,Asian,0.0,394.0
54,32,56,4.0,A,3.39,0,0,1,0,0,0,0,0,0,0,Female,Hispanic,0.0,0.0
97,71,80,4.0,A,3.76,0,0,1,0,0,0,0,0,0,0,Male,Not Reported,0.0,5965.0
51,73,17,4.0,A,4.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,1067.0
93,35,92,3.0,R,3.98,0,0,1,0,0,0,0,0,0,0,Male,White,0.0,0.0
87,75,80,3.0,A,3.7,0,0,1,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
74,4,38,4.0,A,3.94,0,0,1,0,0,2,0,0,0,0,Female,White,0.0,1615.0
82,43,82,1.0,A,3.66,0,0,0,0,0,0,0,0,0,0,Female,White,0.0,0.0
60,63,59,4.0,A,2.44,0,0,1,0,0,0,0,0,0,0,Male,White,0.0,1492.0
30,73,42,3.0,R,3.33,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
23,97,7,4.0,D,2.0,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
71,48,93,1.0,A,3.61,0,0,1,0,0,2,0,0,0,0,Female,Not Reported,0.0,2407.0
41,86,15,4.0,A,3.0,0,0,1,0,0,0,0,0,0,0,Female,Not Reported,0.0,761.0
10,1,7,2.0,D,2.89,0,0,0,0,0,0,0,0,0,0,Female,Hispanic,0.0,0.0
30,8,82,3.0,A,3.65,0,0,1,0,0,2,0,0,0,1,Female,White,0.0,4354.0
99,79,93,1.0,A,3.79,1,0,0,0,0,0,0,0,0,0,Female,Hispanic,0.0,0.0
60,73,59,4.0,A,4.0,0,0,1,0,0,0,0,0,0,0,Male,Not Reported,0.0,639.0
92,21,38,4.0,A,3.23,0,0,1,0,0,0,0,0,0,0,Female,Hispanic,0.0,332.0
47,27,17,4.0,R,3.94,0,0,0,0,0,0,0,0,0,0,Female,White,0.0,0.0
85,20,17,4.0,A,3.79,0,0,1,0,0,0,0,0,0,0,Female,Hispanic,0.0,1736.0
42,89,17,4.0,R,3.0,0,0,0,0,0,1,0,0,0,0,Male,Not Reported,0.0,0.0
90,75,56,4.0,A,4.0,0,0,0,0,0,0,0,0,0,0,Male,Asian,0.0,0.0
51,6,42,4.0,D,2.94,0,0,1,0,0,0,0,0,0,0,Male,White,0.0,0.0
98,91,59,1.0,A,3.99,0,0,1,0,0,2,0,0,0,0,Female,White,0.0,2192.0
55,82,42,4.0,A,2.0,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
82,43,93,2.0,R,3.84,0,0,0,0,0,0,0,0,0,0,Female,White,0.0,0.0
82,20,59,1.0,A,3.12,0,0,1,0,0,0,0,0,0,0,Male,Hispanic,0.0,519.0
96,25,54,1.0,A,3.73,1,0,0,0,0,0,0,0,0,0,Female,White,0.0,0.0
42,4,59,4.0,R,3.39,0,0,0,0,2,0,0,0,0,0,Female,Black or African American,0.0,0.0
51,89,0,3.0,A,3.82,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
75,95,17,4.0,D,1.0,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
92,47,93,2.0,R,3.95,1,0,0,0,0,2,0,0,0,0,Female,Not Reported,0.0,0.0
89,57,93,1.0,A,3.47,1,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,2160.0
90,63,93,1.0,A,3.72,0,0,1,0,0,0,0,0,0,0,Female,White,0.0,0.0
78,41,54,2.0,A,3.84,1,0,0,0,0,2,0,0,0,0,Female,White,0.0,792.0
81,28,80,2.0,A,3.81,0,0,1,0,0,2,0,0,0,0,Female,White,0.0,2220.0
51,70,42,4.0,A,4.0,0,0,1,0,0,0,0,0,0,0,Male,Not Reported,0.0,974.0
92,59,93,2.0,A,3.67,1,0,0,0,0,1,0,0,1,0,Male,White,1.0,1978.0
80,87,17,4.0,R,4.0,0,0,0,0,0,1,0,0,0,1,Female,Not Reported,0.0,0.0
32,25,35,1.0,A,3.51,0,0,1,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
79,71,80,1.0,A,3.25,0,0,1,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
23,12,42,1.0,D,3.31,0,0,1,0,0,0,0,0,0,0,Female,Asian,0.0,0.0
30,70,42,1.0,A,3.56,0,0,1,0,1,0,0,0,0,1,Female,Asian,0.0,1188.0
63,25,38,1.0,A,3.45,0,0,1,0,0,0,0,0,0,0,Female,Black or African American,0.0,608.0
34,79,59,1.0,D,2.97,0,0,1,0,0,0,0,2,1,0,Female,Asian,0.0,0.0
80,97,17,2.0,D,2.0,0,0,0,0,0,1,0,0,0,0,Female,Not Reported,0.0,0.0
88,51,0,1.0,A,4.0,0,0,1,0,0,0,2,0,0,0,Female,White,0.0,0.0
97,59,82,2.0,A,3.7,0,0,1,0,0,1,0,0,0,0,Female,White,0.0,1035.0
88,47,42,1.0,A,3.42,0,0,1,0,0,1,0,0,0,0,Female,White,0.0,820.0
36,95,38,4.0,D,3.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
92,56,93,1.0,R,3.81,0,0,0,0,1,0,1,0,0,0,Female,White,0.0,0.0
68,87,59,4.0,R,3.0,0,0,0,0,0,0,0,0,0,3,Male,Not Reported,0.0,0.0
55,93,42,4.0,D,2.0,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
88,55,98,1.0,R,3.69,0,0,0,0,0,0,1,1,0,0,Female,White,0.0,0.0
85,20,59,2.0,A,3.03,0,0,1,0,2,0,0,1,0,0,Female,White,1.0,4721.0
60,93,59,4.0,A,4.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
60,97,42,4.0,A,4.0,0,0,1,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
55,47,59,4.0,A,3.0,0,0,1,0,0,0,0,0,0,0,Female,Not Reported,0.0,822.0
68,39,59,3.0,R,3.89,0,0,0,0,0,0,0,0,0,0,Female,White,0.0,0.0
98,55,98,1.0,R,3.58,0,0,0,0,0,1,0,0,0,0,Female,White,0.0,0.0
64,51,42,4.0,A,4.0,0,0,1,0,0,2,0,0,0,0,Female,Not Reported,0.0,913.0
98,95,82,2.0,R,3.64,0,0,0,0,0,0,0,0,0,0,Female,White,0.0,0.0
75,97,42,4.0,D,3.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
82,35,93,2.0,R,3.3,0,0,1,0,0,0,0,0,0,0,Male,Black or African American,0.0,0.0
26,63,42,4.0,A,4.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,1645.0
92,76,93,1.0,R,3.93,0,0,0,0,0,0,0,0,0,0,Female,Asian,0.0,0.0
30,63,17,4.0,D,3.0,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
75,39,93,3.0,R,3.36,0,0,0,0,0,1,0,0,0,0,Female,Hispanic,0.0,0.0
68,97,17,4.0,A,4.0,0,0,1,0,0,2,0,0,0,1,Female,Not Reported,0.0,215.0
47,39,17,4.0,D,2.0,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
64,95,17,3.0,R,3.0,0,0,0,0,0,0,0,0,1,0,Male,Not Reported,0.0,0.0
47,79,42,4.0,D,3.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
42,87,42,4.0,R,4.0,0,0,0,0,0,0,0,0,0,1,Male,Not Reported,0.0,0.0
19,97,17,4.0,R,3.0,0,0,0,0,0,0,0,0,0,1,Male,Not Reported,0.0,0.0
75,95,42,4.0,D,3.0,0,0,0,0,0,0,0,0,0,1,Female,Not Reported,0.0,0.0
34,97,17,4.0,D,2.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
80,89,42,4.0,R,3.5,0,0,0,0,0,1,1,0,0,0,Female,Not Reported,0.0,0.0
42,97,17,3.0,D,3.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
80,85,17,4.0,A,3.0,0,0,1,0,0,0,0,0,0,1,Female,Not Reported,0.0,1068.0
55,95,42,3.0,D,3.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
55,70,7,4.0,D,4.0,0,0,0,0,1,0,0,0,0,0,Female,Not Reported,0.0,0.0
98,39,59,4.0,R,4.0,0,0,0,0,0,0,0,0,0,0,Male,White,0.0,0.0
19,89,17,4.0,A,4.0,0,0,1,0,0,1,0,0,0,1,Male,Asian,0.0,1739.0
51,67,17,4.0,D,2.87,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
64,97,59,4.0,R,3.0,0,0,0,0,0,1,0,0,0,0,Female,Not Reported,0.0,0.0
47,97,17,4.0,D,3.0,0,0,0,0,0,0,0,0,0,1,Female,Not Reported,0.0,0.0
55,12,59,4.0,A,3.27,0,0,0,0,0,0,0,0,0,0,Female,Hispanic,0.0,0.0
64,93,42,4.0,D,3.0,0,0,0,0,0,0,0,0,0,1,Female,Not Reported,0.0,0.0
72,79,59,4.0,R,3.0,0,0,0,0,0,2,1,0,0,0,Male,Not Reported,0.0,0.0
19,97,17,4.0,D,3.0,0,0,0,0,0,1,0,0,0,1,Female,Not Reported,0.0,0.0
47,73,17,4.0,D,3.0,0,0,0,0,0,1,0,0,0,0,Female,Not Reported,0.0,0.0
47,95,17,4.0,D,3.0,0,0,0,0,0,0,0,0,0,2,Female,Not Reported,0.0,0.0
68,87,17,4.0,R,3.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
60,97,17,3.0,R,3.0,0,0,0,0,0,2,0,0,0,1,Female,Not Reported,0.0,0.0
60,27,59,1.0,R,3.73,0,0,0,0,0,0,0,0,0,0,Female,White,0.0,0.0
30,97,42,4.0,D,3.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
75,91,42,4.0,R,4.0,0,0,0,0,0,0,1,0,0,0,Female,Not Reported,0.0,0.0
64,1,0,1.0,A,3.8,0,0,1,0,0,2,0,0,0,0,Female,Hispanic,0.0,246.0
73,78,54,4.0,R,4.0,0,0,0,0,0,3,0,0,0,0,Female,Not Reported,0.0,0.0
85,24,59,1.0,A,3.82,0,0,1,0,0,2,0,0,0,0,Female,White,0.0,1829.0
17,17,2,4.0,D,2.5,0,0,0,0,0,1,0,0,0,0,Male,Not Reported,0.0,0.0
72,31,42,3.0,A,3.63,0,0,1,0,0,0,0,0,0,0,Female,American Indian or Alaska Native,0.0,642.0
80,76,42,4.0,R,3.0,0,0,0,0,0,0,0,0,0,1,Male,Not Reported,0.0,0.0
60,95,42,4.0,R,3.0,0,0,0,0,0,1,0,0,0,0,Male,Not Reported,0.0,0.0
47,87,17,4.0,A,3.79,1,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,670.0
95,59,93,1.0,R,3.66,0,0,0,0,0,0,0,0,0,0,Female,White,0.0,0.0
60,79,59,4.0,R,4.0,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
51,97,17,2.0,D,3.0,0,0,0,0,0,1,1,0,0,1,Female,Not Reported,0.0,0.0
35,51,18,4.0,D,4.0,0,0,0,0,0,1,0,0,0,0,Female,Not Reported,0.0,0.0
47,95,42,4.0,R,4.0,0,0,0,0,0,0,0,0,0,3,Female,Not Reported,0.0,0.0
6,12,42,4.0,D,3.38,0,0,0,0,0,0,0,0,0,0,Female,White,0.0,0.0
38,79,7,4.0,A,3.0,0,0,1,0,0,0,1,0,0,0,Male,Not Reported,0.0,519.0
82,97,42,2.0,R,4.0,0,0,0,0,0,2,0,0,0,0,Female,Not Reported,0.0,0.0
19,85,2,4.0,D,3.0,0,0,0,0,0,1,0,0,0,0,Female,Not Reported,0.0,0.0
42,93,17,4.0,R,3.0,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
85,79,59,4.0,A,3.77,0,0,1,0,0,3,0,0,0,0,Male,White,0.0,2133.0
47,31,93,2.0,A,3.79,0,0,1,0,1,0,1,0,0,1,Female,Hispanic,0.0,1005.0
42,89,17,4.0,A,3.0,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
47,51,42,4.0,D,4.0,0,0,0,0,0,1,0,0,0,0,Male,Not Reported,0.0,0.0
80,87,17,4.0,A,3.33,0,0,0,0,0,0,0,0,0,0,Female,Asian,0.0,151.0
42,85,59,4.0,R,4.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
60,73,42,4.0,D,4.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
30,85,17,4.0,D,2.5,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
68,97,7,4.0,A,3.0,1,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,1371.0
38,82,42,4.0,D,3.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
14,97,17,4.0,D,3.0,0,0,0,0,0,1,1,0,0,0,Female,Not Reported,0.0,0.0
68,79,59,2.0,A,3.29,0,0,1,0,0,0,0,0,0,0,Male,Not Reported,0.0,1185.0
98,51,82,1.0,R,4.0,0,0,0,0,0,2,0,0,0,0,Female,White,0.0,0.0
82,89,82,4.0,R,4.0,0,0,0,0,0,0,2,0,0,1,Male,Not Reported,0.0,0.0
75,55,59,4.0,A,3.27,1,0,0,0,0,0,0,0,0,0,Male,White,0.0,1976.0
64,97,59,4.0,R,3.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
51,10,59,2.0,A,3.53,1,0,0,0,0,2,0,0,0,0,Female,Hispanic,1.0,700.0
64,95,42,4.0,D,2.0,0,0,0,0,0,1,0,0,0,1,Female,Not Reported,0.0,0.0
47,97,17,1.0,D,4.0,0,0,0,0,0,2,1,0,0,0,Female,Not Reported,0.0,0.0
64,97,17,4.0,D,3.33,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
0,0,0,4.0,A,3.0,1,0,0,0,0,1,0,0,0,0,Male,Not Reported,0.0,1310.0
47,97,17,4.0,D,4.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
55,97,17,4.0,D,4.0,0,0,0,0,0,2,0,0,0,1,Female,Not Reported,0.0,0.0
55,70,59,4.0,R,3.0,0,0,0,0,0,2,0,0,0,0,Male,Asian,0.0,0.0
23,97,17,4.0,D,3.0,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
60,97,17,4.0,R,3.0,0,0,0,0,0,0,1,0,0,0,Female,Not Reported,0.0,0.0
42,95,17,4.0,R,4.0,0,0,0,0,0,0,0,0,0,1,Female,Not Reported,0.0,0.0
82,35,59,2.0,A,3.64,0,0,0,0,0,0,0,0,0,0,Female,White,0.0,92.0
38,20,42,1.0,D,2.63,0,0,0,0,0,0,0,0,0,0,Male,American Indian or Alaska Native,0.0,0.0
95,43,82,1.0,A,3.59,0,0,1,0,0,0,0,0,0,0,Female,White,0.0,2375.0
80,85,0,2.0,D,2.64,0,0,0,0,0,1,0,0,0,0,Female,Asian,0.0,0.0
72,95,17,4.0,D,1.0,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
98,47,59,1.0,R,3.84,0,0,0,0,0,0,0,0,0,0,Female,White,0.0,0.0
42,4,59,4.0,D,3.39,0,0,0,0,0,0,0,0,0,0,Female,Black or African American,0.0,0.0
98,59,82,2.0,R,3.84,0,0,0,0,0,3,0,0,0,0,Male,White,0.0,0.0
19,79,17,4.0,D,4.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
88,27,82,1.0,R,3.97,0,0,0,0,0,1,1,0,1,0,Female,White,0.0,0.0
94,63,93,1.0,R,3.67,0,0,1,0,0,1,0,0,0,0,Female,White,0.0,0.0
51,73,17,4.0,A,4.0,0,0,1,0,0,0,0,0,0,0,Female,Not Reported,0.0,1220.0
55,17,59,2.0,R,3.72,0,0,0,0,0,3,0,0,0,0,Male,Not Reported,0.0,0.0
75,59,82,2.0,R,3.41,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
64,39,59,2.0,A,3.75,0,0,1,0,0,0,1,0,0,0,Female,White,0.0,0.0
85,59,93,1.0,R,3.66,0,0,0,0,0,0,0,0,0,0,Female,White,0.0,0.0
80,76,98,2.0,R,3.76,0,0,0,0,0,3,0,0,0,0,Male,White,0.0,0.0
68,95,59,4.0,R,3.0,0,0,0,0,0,1,0,0,0,0,Female,Not Reported,0.0,0.0
88,47,98,1.0,A,3.93,0,0,1,0,0,0,0,0,0,0,Female,White,0.0,0.0
47,97,0,4.0,R,3.0,0,0,0,0,0,2,0,0,0,0,Female,Not Reported,0.0,0.0
98,82,93,2.0,R,3.9,0,0,0,0,0,1,0,0,0,0,Female,White,0.0,0.0
64,93,17,4.0,A,3.0,0,0,1,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
38,76,7,4.0,D,3.0,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
55,97,42,4.0,A,4.0,0,0,1,0,0,1,0,0,0,0,Female,Not Reported,0.0,1004.0
68,70,42,3.0,R,3.0,0,0,0,0,0,2,0,0,0,0,Female,Not Reported,0.0,0.0
55,97,17,4.0,D,3.0,0,0,0,0,0,0,0,0,0,1,Female,Not Reported,0.0,0.0
19,12,59,4.0,A,3.73,0,0,1,0,0,0,0,0,0,0,Female,White,1.0,2373.0
42,76,17,4.0,R,4.0,0,0,1,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
72,97,59,4.0,R,2.0,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
72,93,42,3.0,R,4.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
60,87,0,4.0,D,3.0,0,0,0,0,1,0,1,0,0,1,Male,Not Reported,0.0,0.0
55,70,42,4.0,D,4.0,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
64,97,42,4.0,R,3.0,0,0,0,0,0,2,0,0,0,1,Male,Not Reported,0.0,0.0
82,14,59,1.0,A,3.75,0,0,1,0,0,2,0,0,0,0,Female,Hispanic,1.0,0.0
80,55,82,1.0,R,3.95,0,0,0,0,0,0,0,0,0,0,Female,White,0.0,0.0
99,63,82,4.0,R,3.4538255338482493,0,0,1,0,0,1,0,0,0,0,Female,White,0.0,0.0
23,79,7,4.0,A,3.0,0,0,1,0,0,1,0,0,0,0,Female,Not Reported,0.0,243.0
30,97,17,4.0,D,3.0,0,0,0,0,0,1,0,0,0,1,Male,Not Reported,0.0,0.0
90,95,59,4.0,D,2.0,0,0,0,0,0,0,0,0,0,0,Male,Not Reported,0.0,0.0
55,95,42,4.0,R,4.0,0,0,0,0,0,1,0,1,0,0,Female,Not Reported,0.0,0.0
34,43,42,1.0,D,2.89,0,0,0,0,0,2,1,0,0,0,Female,Black or African American,0.0,0.0
72,97,59,4.0,R,3.33,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
55,87,59,3.0,R,4.0,0,0,0,0,0,1,0,0,0,2,Male,Not Reported,0.0,0.0
88,73,98,1.0,R,3.5,0,0,0,0,0,1,0,0,0,0,Female,White,0.0,0.0
75,47,42,4.0,A,3.61,0,0,0,0,0,0,0,0,0,0,Male,White,1.0,0.0
60,95,42,4.0,A,3.94,0,0,1,0,0,0,0,0,0,0,Female,Not Reported,0.0,519.0
55,89,42,4.0,A,3.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,30.0
55,87,17,4.0,D,3.0,0,0,0,0,0,1,0,0,0,0,Female,Not Reported,0.0,0.0
34,12,59,1.0,A,3.39,0,0,1,0,0,0,0,0,0,0,Female,Hispanic,1.0,396.0
72,55,59,4.0,R,3.84,0,0,0,0,0,0,0,0,0,0,Female,White,0.0,0.0
74,94,38,4.0,D,3.0,0,0,0,0,0,0,0,0,0,0,Female,Not Reported,0.0,0.0
72,35,59,2.0,R,3.14,0,0,0,0,0,0,0,0,0,0,Female,Asian,0.0,0.0
30,1,17,4.0,A,3.44,0,0,1,0,0,0,0,0,0,0,Female,Hispanic,0.0,4047.0
99,90,93,1.0,R,3.91,0,0,0,0,1,0,0,1,0,0,Female,Not Reported,0.0,0.0
51,35,59,2.0,A,3.44,0,0,1,0,0,0,0,0,0,0,Female,Hispanic,0.0,1280.0
47,93,17,4.0,D,4.0,0,0,0,0,0,1,0,0,0,0,Male,Not Reported,0.0,0.0
